id,activeOnDatingApps,activeOnDatingAppsLastChangedAt,additionalComments,additionalCommentsLastChangedAt,appsUsed,appsUsedLastChangedAt,attribute-Age,attribute-AgeLastChangedAt,attribute-Beard,attribute-BeardLastChangedAt,attribute-Clothes,attribute-ClothesLastChangedAt,attribute-Facial Expression,attribute-Facial ExpressionLastChangedAt,attribute-Glasses,attribute-GlassesLastChangedAt,attribute-Hair,attribute-HairLastChangedAt,attribute-Hobbies,attribute-HobbiesLastChangedAt,attribute-Job,attribute-JobLastChangedAt,attribute-Pose,attribute-PoseLastChangedAt,batchID,batchIDLastChangedAt,chosenCharacterBeard,chosenCharacterBeardLastChangedAt,chosenCharacterGlasses,chosenCharacterGlassesLastChangedAt,chosenCharacterHair,chosenCharacterHairLastChangedAt,chosenCharacterHobby,chosenCharacterHobbyLastChangedAt,chosenCharacterInfluenceAge,chosenCharacterInfluenceAgeLastChangedAt,chosenCharacterInfluenceBeard,chosenCharacterInfluenceBeardLastChangedAt,chosenCharacterInfluenceClothes,chosenCharacterInfluenceClothesLastChangedAt,chosenCharacterInfluenceFacialExpression,chosenCharacterInfluenceFacialExpressionLastChangedAt,chosenCharacterInfluenceGlasses,chosenCharacterInfluenceGlassesLastChangedAt,chosenCharacterInfluenceHair,chosenCharacterInfluenceHairLastChangedAt,chosenCharacterInfluenceHobbies,chosenCharacterInfluenceHobbiesLastChangedAt,chosenCharacterInfluenceJob,chosenCharacterInfluenceJobLastChangedAt,chosenCharacterInfluencePose,chosenCharacterInfluencePoseLastChangedAt,chosenCharacterSimilar_age,chosenCharacterSimilar_ageLastChangedAt,chosenCharacterSimilar_beard,chosenCharacterSimilar_beardLastChangedAt,chosenCharacterSimilar_clothes,chosenCharacterSimilar_clothesLastChangedAt,chosenCharacterSimilar_glasses,chosenCharacterSimilar_glassesLastChangedAt,chosenCharacterSimilar_hair,chosenCharacterSimilar_hairLastChangedAt,chosenCharacterSimilar_hobbies,chosenCharacterSimilar_hobbiesLastChangedAt,chosenCharacterSimilar_job,chosenCharacterSimilar_jobLastChangedAt,chosenProfile,chosenProfileLastChangedAt,dislikedProfile,dislikedProfileLastChangedAt,factor-Dietary preferences,factor-Dietary preferencesLastChangedAt,factor-Education Level,factor-Education LevelLastChangedAt,factor-Height,factor-HeightLastChangedAt,factor-Hobbies,factor-HobbiesLastChangedAt,factor-Income level,factor-Income levelLastChangedAt,factor-Language spoken,factor-Language spokenLastChangedAt,factor-Mental Health,factor-Mental HealthLastChangedAt,factor-Nationality,factor-NationalityLastChangedAt,factor-Number of children,factor-Number of childrenLastChangedAt,factor-Pet ownership,factor-Pet ownershipLastChangedAt,factor-Physical Health,factor-Physical HealthLastChangedAt,factor-Political affiliation,factor-Political affiliationLastChangedAt,factor-Popularity on App,factor-Popularity on AppLastChangedAt,factor-Profession,factor-ProfessionLastChangedAt,factor-Race / Ethnicity,factor-Race / EthnicityLastChangedAt,factor-Relationship history,factor-Relationship historyLastChangedAt,factor-Social media activity,factor-Social media activityLastChangedAt,frequency,frequencyLastChangedAt,gameID,gameIDLastChangedAt,likedProfile,likedProfileLastChangedAt,ownProfileID,ownProfileIDLastChangedAt,playerID,playerIDLastChangedAt,recommend-Dietary preferences,recommend-Dietary preferencesLastChangedAt,recommend-Education Level,recommend-Education LevelLastChangedAt,recommend-Height,recommend-HeightLastChangedAt,recommend-Hobbies,recommend-HobbiesLastChangedAt,recommend-Income level,recommend-Income levelLastChangedAt,recommend-Language spoken,recommend-Language spokenLastChangedAt,recommend-Mental Health,recommend-Mental HealthLastChangedAt,recommend-Nationality,recommend-NationalityLastChangedAt,recommend-Number of children,recommend-Number of childrenLastChangedAt,recommend-Pet ownership,recommend-Pet ownershipLastChangedAt,recommend-Physical Health,recommend-Physical HealthLastChangedAt,recommend-Political affiliation,recommend-Political affiliationLastChangedAt,recommend-Popularity on App,recommend-Popularity on AppLastChangedAt,recommend-Profession,recommend-ProfessionLastChangedAt,recommend-Race / Ethnicity,recommend-Race / EthnicityLastChangedAt,recommend-Relationship history,recommend-Relationship historyLastChangedAt,recommend-Social media activity,recommend-Social media activityLastChangedAt,recommendationDiversity,recommendationDiversityLastChangedAt,recommendationQuality,recommendationQualityLastChangedAt,roundID,roundIDLastChangedAt,surveyAttributeAge,surveyAttributeAgeLastChangedAt,surveyAttributeBeard,surveyAttributeBeardLastChangedAt,surveyAttributeClothes,surveyAttributeClothesLastChangedAt,surveyAttributeFacialExpression,surveyAttributeFacialExpressionLastChangedAt,surveyAttributeGlasses,surveyAttributeGlassesLastChangedAt,surveyAttributeHair,surveyAttributeHairLastChangedAt,surveyAttributeHobbies,surveyAttributeHobbiesLastChangedAt,surveyAttributeJob,surveyAttributeJobLastChangedAt,surveyAttributePose,surveyAttributePoseLastChangedAt,surveySystemImprovement,surveySystemImprovementLastChangedAt,surveyVariety,surveyVarietyLastChangedAt,systemVariety,systemVarietyLastChangedAt
01HZFG87CJ6G5GG17X8TKW57KQ,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:19.986305+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,2024-06-03T17:52:22.453734+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:19.986305+01:00,108,2024-06-03T17:52:22.453488+01:00,1,2024-06-03T17:52:19.989511+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:19.986305+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DQBAGJCBC8E8J0ZDY1,2024-06-03T17:52:19.986305+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG3BSGFXYF480G3SBZC6A8,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:40.656542+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,2024-06-03T17:49:50.025654+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:40.656542+01:00,12,2024-06-03T17:49:50.025488+01:00,1,2024-06-03T17:49:40.65983+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:40.656542+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D1KN25625JXSMGET09,2024-06-03T17:49:40.656542+01:00,,,,,,,,,,,,,,,,,,,no,2024-06-03T17:49:50.024847+01:00,tooMuch,2024-06-03T17:49:50.025133+01:00,,
01HZFG6EQ2MQRXD3WSMAJEA5EG,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:21.954687+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,2024-06-03T17:51:38.413616+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:21.954687+01:00,239,2024-06-03T17:51:38.413362+01:00,1,2024-06-03T17:51:21.958505+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:21.954687+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D64VHEPDRVFP23HWMD,2024-06-03T17:51:21.954687+01:00,notChosenBetter,2024-06-03T17:51:38.41297+01:00,same,2024-06-03T17:51:38.409677+01:00,notChosenBetter,2024-06-03T17:51:38.411152+01:00,notChosenBetter,2024-06-03T17:51:38.410192+01:00,same,2024-06-03T17:51:38.409151+01:00,chosenBetter,2024-06-03T17:51:38.409444+01:00,notChosenBetter,2024-06-03T17:51:38.412471+01:00,notChosenBetter,2024-06-03T17:51:38.412693+01:00,same,2024-06-03T17:51:38.410537+01:00,,,,,,
01HZFG33MMJVR0XSQRCQJ3ZDPC,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:32.30874+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2024-06-03T17:49:35.205634+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:32.30874+01:00,197,2024-06-03T17:49:35.205441+01:00,1,2024-06-03T17:49:32.312034+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:32.30874+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D0H0RH161MYXQZ661C,2024-06-03T17:49:32.30874+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG47STG1E9WEJXG9Z6VPF7,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:09.338041+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2024-06-03T17:50:11.988584+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:09.338041+01:00,30,2024-06-03T17:50:11.9884+01:00,1,2024-06-03T17:50:09.341357+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:09.338041+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D2HB53PR3P48MWZC4R,2024-06-03T17:50:09.338041+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG78WHP9B5Q45V8XQVY3CX,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:48.753374+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,2024-06-03T17:51:51.203126+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:48.753374+01:00,201,2024-06-03T17:51:51.202917+01:00,1,2024-06-03T17:51:48.756395+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:48.753374+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D8DVTC976VGDST4P9V,2024-06-03T17:51:48.753374+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG451CK3CQX6K79MTNZB22,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:06.50822+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2024-06-03T17:50:09.321958+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:06.50822+01:00,131,2024-06-03T17:50:09.322159+01:00,1,2024-06-03T17:50:06.511711+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:06.50822+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D2HB53PR3P3R94W3QJ,2024-06-03T17:50:06.50822+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG76DB74JPPEXK9XQ3257A,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:46.219971+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2024-06-03T17:51:48.737528+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:46.219971+01:00,91,2024-06-03T17:51:48.737232+01:00,1,2024-06-03T17:51:46.223094+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:46.219971+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D8DVTC976VFBW4C2RJ,2024-06-03T17:51:46.219971+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG7DRZWPNQKDB71Q8XNYCF,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:53.759304+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,2024-06-03T17:51:56.303364+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:53.759304+01:00,206,2024-06-03T17:51:56.303607+01:00,1,2024-06-03T17:51:53.762391+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:53.759304+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DP2YD6EH4TCNGBVRMS,2024-06-03T17:51:53.759304+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG7WQ2XPNMSEPDTN1TFZSA,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:09.058954+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2024-06-03T17:52:12.037168+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:09.058954+01:00,135,2024-06-03T17:52:12.036938+01:00,1,2024-06-03T17:52:09.062552+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:09.058954+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DP2YD6EH4TD42FH7XD,2024-06-03T17:52:09.058954+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG7ZMNYJYM4S8RNEFPSN42,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:12.053632+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,2024-06-03T17:52:14.753684+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:12.053632+01:00,101,2024-06-03T17:52:14.753283+01:00,1,2024-06-03T17:52:12.056612+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:12.053632+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DQBAGJCBC8EWKJXKRG,2024-06-03T17:52:12.053632+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG51FN2V2QC1T54BV85XK4,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:35.637395+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,2024-06-03T17:50:38.104345+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:35.637395+01:00,178,2024-06-03T17:50:38.104119+01:00,1,2024-06-03T17:50:35.640468+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:35.637395+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D5R8WD8TXXTE0JV33D,2024-06-03T17:50:35.637395+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG11WHW5WR8MG8FDRPWB8Z,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:24.977698+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2024-06-03T17:48:28.323531+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:24.977698+01:00,179,2024-06-03T17:48:28.323358+01:00,1,2024-06-03T17:48:24.982058+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:24.977698+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8CTDZB8ME3WFAMN0BCS,2024-06-03T17:48:24.977698+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG18RV2GMZFJE3BRHKS1M4,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:32.027134+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2024-06-03T17:48:35.040168+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:32.027134+01:00,115,2024-06-03T17:48:35.039979+01:00,1,2024-06-03T17:48:32.030498+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:32.027134+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D0H0RH161MXQ9JR4NW,2024-06-03T17:48:32.027134+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG3MYVEGV88MM9SWYCEZ0C,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:50.043123+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,2024-06-03T17:49:52.574371+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:50.043123+01:00,23,2024-06-03T17:49:52.574107+01:00,1,2024-06-03T17:49:50.046606+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:50.043123+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D1KN25625JYMXWAHED,2024-06-03T17:49:50.043123+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG3ZD1MD14SVA0MQYYS6R9,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:00.73739+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,2024-06-03T17:50:03.572653+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:00.73739+01:00,125,2024-06-03T17:50:03.57243+01:00,1,2024-06-03T17:50:00.740597+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:00.73739+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D2HB53PR3P2WJT8VM7,2024-06-03T17:50:00.73739+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG6YT1CG8MA40J0T4C66KC,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:38.433304+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2024-06-03T17:51:40.903356+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:38.433304+01:00,224,2024-06-03T17:51:40.903569+01:00,1,2024-06-03T17:51:38.436679+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:38.433304+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D8DVTC976VER3092W6,2024-06-03T17:51:38.433304+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG73WKC1G3Q0WH74VPVRNK,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:43.635396+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2024-06-03T17:51:46.203671+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:43.635396+01:00,137,2024-06-03T17:51:46.20346+01:00,1,2024-06-03T17:51:43.638765+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:43.635396+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D8DVTC976VFW5FS0YR,2024-06-03T17:51:43.635396+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFFZ9J0X1G52QXWKT3T4S8N,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:47:27.296425+01:00,No,2024-06-03T17:47:39.364475+01:00,No,2024-06-03T17:47:39.364045+01:00,Short,2024-06-03T17:47:39.364714+01:00,Arts,2024-06-03T17:47:39.364858+01:00,notInfluential,2024-06-03T17:48:24.955254+01:00,mainReason,2024-06-03T17:48:24.953097+01:00,notInfluential,2024-06-03T17:48:24.953222+01:00,mainReason,2024-06-03T17:48:24.95337+01:00,mainReason,2024-06-03T17:48:24.952699+01:00,mainReason,2024-06-03T17:48:24.952526+01:00,somewhatInfluential,2024-06-03T17:48:24.955611+01:00,notInfluential,2024-06-03T17:48:24.955422+01:00,notInfluential,2024-06-03T17:48:24.954787+01:00,no,2024-06-03T17:48:24.949088+01:00,yes,2024-06-03T17:48:24.949254+01:00,somewhat,2024-06-03T17:48:24.949384+01:00,yes,2024-06-03T17:48:24.948917+01:00,no,2024-06-03T17:48:24.948704+01:00,yes,2024-06-03T17:48:24.949764+01:00,no,2024-06-03T17:48:24.952312+01:00,220,2024-06-03T17:48:24.956066+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:47:27.296425+01:00,,,,,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:47:27.296425+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8CSVW4ERDMR3W5H0G1D,2024-06-03T17:47:27.296425+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG829GW4ZNWFS4510FVSH6,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:14.769017+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,2024-06-03T17:52:17.319825+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:14.769017+01:00,79,2024-06-03T17:52:17.319586+01:00,1,2024-06-03T17:52:14.772072+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:14.769017+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DR44DKWCC2A3A4S79V,2024-06-03T17:52:14.769017+01:00,,,,,,,,,,,,,,,,,,,,,,,,
